0 0 0
1 35 16384
2 278 16384
3 291 16384
4 320 16384
5 1077 16384
6 1086 16384
7 1112 16384
8 1438 16384
9 1449 16384
10 1668 16384
11 1684 16384
12 1714 16384
13 1761 16384
14 2373 16384
15 2576 24576
16 2588 24576
17 2620 24576
18 3366 24576
19 3354 24576
20 3364 24576
21 3430 24576
22 3211 24576
23 3824 24576
24 3842 24576
25 4112 24576
26 4355 24576
27 4487 24576
28 4615 24576
29 5600 32768
30 5907 32768
31 5945 32768
32 6392 32768
33 6411 32768
34 6364 32768
35 6473 32768
36 6732 32768
37 6473 32768
38 6457 32768
39 6465 32768
40 6526 32768
41 5780 32768
42 5454 32768
43 6332 32768
44 6503 32768
45 6682 32768
46 6938 32768
47 6950 32768
48 6193 32768
49 6567 32768
50 6691 32768
51 6679 32768
52 6547 32768
53 6580 32768
54 6545 32768
55 7092 32768
56 7104 32768
57 6848 32768
58 7618 40960
59 7605 40960
60 7692 40960
61 7835 40960
62 8132 40960
63 8414 40960
64 8867 40960
65 9093 40960
66 8786 40960
67 8796 40960
68 8843 40960
69 8866 40960
70 8876 40960
71 9812 40960
72 9839 40960
73 9807 40960
74 9720 40960
75 10278 49152
76 10255 49152
77 10229 49152
78 10360 49152
79 10996 49152
80 11150 49152
81 10853 49152
82 10864 49152
83 10826 49152
84 10583 49152
85 10598 49152
86 10587 49152
87 10651 49152
88 10425 49152
89 10410 49152
90 10493 49152
91 10552 49152
92 10533 49152
93 10866 49152
94 10839 49152
95 11023 49152
96 11340 49152
97 10727 49152
98 10934 49152
99 9998 49152
100 9968 49152
101 10315 49152
102 10108 49152
103 10129 49152
104 10205 49152
105 10298 49152
106 10286 49152
107 9833 49152
108 9823 49152
109 9757 49152
110 9573 49152
111 9526 49152
112 9515 49152
113 9497 49152
114 9123 49152
115 9113 49152
116 9020 49152
117 9011 49152
118 8241 49152
119 8388 49152
120 8241 49152
121 7694 49152
122 8524 49152
123 7912 49152
124 7758 49152
125 7776 49152
126 7766 49152
127 6781 49152
128 5951 49152
129 6021 49152
130 5850 49152
131 5707 49152
132 5149 49152
133 5088 49152
134 5099 49152
135 5130 49152
136 5159 49152
137 5577 49152
138 5590 49152
139 5257 49152
140 5523 49152
141 5582 49152
142 5339 49152
143 5418 49152
144 5387 49152
145 4751 40960
146 4687 40960
147 4563 40960
148 4603 40960
149 4475 40960
150 4442 40960
151 4575 40960
152 4546 40960
153 4648 40960
154 4378 40960
155 4061 40960
156 3952 40960
157 3961 40960
158 3940 40960
159 3932 40960
160 3944 40960
161 3597 40960
162 3527 40960
163 3468 40960
164 3486 40960
165 3457 40960
166 3039 40960
167 3070 40960
168 2192 40960
169 2061 40960
170 2021 40960
171 2003 40960
172 2588 40960
173 2512 40960
174 2879 40960
175 2796 40960
176 2737 40960
177 2706 40960
178 2693 40960
179 3191 40960
180 3313 40960
181 3234 40960
182 3222 40960
183 2855 40960
184 2753 40960
185 2255 40960
186 2408 40960
187 2229 40960
188 1947 32768
189 1936 32768
190 1814 32768
191 2714 32768
192 2705 32768
193 1805 32768
194 1787 32768
195 1584 32768
196 1137 32768
197 552 24576
198 286 24576
199 133 16384
200 0 0
